feedback_id,customer_id,date,text,product,department,channel,location,segment,rating,status,sentiment,emotion,category,intent,priority,severity
FB-10024,CU-4848,2026-04-11T21:40:00,"For the record, Mobile users report they cannot complete signup on InsightPortal. The issue started last Thursday. Thanks.",InsightSecure,Customer Support,Social Media,Delhi,SMB,2,open,negative,frustration,Technical Issue,Bug Report,critical,4
FB-11168,CU-4052,2026-04-11T20:55:00,Chat support was knowledgeable and patient. The issue started last Thursday. Sharing this from the field.,InsightChat,Customer Support,Email,Pune,SMB,4,open,negative,satisfaction,Customer Support,Praise,low,1
FB-10240,CU-4062,2026-04-11T20:17:00,"Hello team, The latest release introduced a severe performance regression. The team mentioned InsightPay in the weekly review. Looking forward to a fix.",InsightCRM,Operations,Email,Hyderabad,Partner,1,resolved,positive,disappointment,Product,Praise,medium,2
FB-10902,CU-4700,2026-04-11T18:52:00,Quick update: Delivery to Delhi was earlier than the estimated date. This happened after the latest update. Please advise.,InsightPay,Operations,Mobile App,Hyderabad,SMB,5,in_progress,negative,frustration,Technical Issue,Complaint,medium,3
FB-10997,CU-1914,2026-04-11T18:16:00,Quick update: The current plan is acceptable but we will compare alternatives. This is impacting customers in Delhi. Logged by the duty manager.,InsightSecure,Product,Chat,Chennai,Enterprise,3,open,neutral,neutral,Performance,Information,low,1
FB-11581,CU-7800,2026-04-11T05:54:00,"Hi, Mobile users report they cannot complete signup on InsightCRM. I attached screenshots in the original ticket. Sharing this from the field.",InsightSecure,Customer Support,Call Center,New York,Consumer,1,resolved,negative,frustration,Technical Issue,Bug Report,critical,4
FB-11009,CU-8768,2026-04-11T02:45:00,Sharing an FYI that finance will review invoices tomorrow. The issue started last Thursday. Logged by the duty manager.,InsightChat,Engineering,Social Media,Kolkata,Enterprise,4,resolved,neutral,neutral,Other,Information,low,2
FB-11159,CU-5019,2026-04-10T23:38:00,Quick update: Refund for a failed InsightPortal payment is still pending. This is impacting customers in Mumbai.,InsightChat,Sales,Call Center,Hyderabad,SMB,2,resolved,negative,anger,Payment,Complaint,critical,5
FB-11015,CU-7328,2026-04-10T20:38:00,Quick update: The InsightCloud rollout is scheduled for next Monday in New York. A workaround exists but it is not acceptable long term. Looking forward to a fix.,InsightPortal,Finance,Mobile App,Ahmedabad,Partner,3,open,neutral,frustration,UX/UI,Information,medium,1
FB-11485,CU-8964,2026-04-10T18:45:00,Quick update: The interface redesign is intuitive and reduced training time. The team mentioned InsightCRM in the weekly review. Sharing this from the field.,InsightAnalytics,Finance,Chat,Chennai,SMB,4,open,positive,joy,UX/UI,Praise,low,1
FB-11452,CU-3052,2026-04-10T15:30:00,Quick update: Documentation update saved our engineering team hours. This happened after the latest update. Looking forward to a fix.,InsightChat,HR,Call Center,Pune,SMB,5,in_progress,negative,joy,Product,Complaint,medium,1
FB-10947,CU-6562,2026-04-10T10:47:00,"Hello team, Documentation update saved our engineering team hours. The team mentioned InsightAnalytics in the weekly review. Thanks.",InsightAnalytics,Sales,Chat,Hyderabad,Startup,5,resolved,positive,joy,Product,Praise,low,1
FB-11816,CU-1664,2026-04-10T10:39:00,"Hi, Refund was issued quickly and with a clear explanation. Our enterprise account is affected. Please advise.",InsightCRM,Sales,Chat,Mumbai,Internal,4,open,neutral,satisfaction,Account,Request,low,2
FB-11259,CU-8914,2026-04-10T07:13:00,"Hello team, Documentation is outdated and caused a production misconfiguration. This happened after the latest update. Looking forward to a fix.",InsightPay,Engineering,Internal,London,SMB,2,open,negative,disappointment,Documentation,Complaint,critical,3
FB-11268,CU-8352,2026-04-10T02:21:00,"To be clear, Noting that the internal survey was completed by HR. This is impacting customers in Singapore. Logged by the duty manager.",InsightPay,Operations,Website,Surat,Consumer,3,open,neutral,neutral,Other,Information,low,1
FB-11289,CU-2295,2026-04-10T00:22:00,Customer support resolved our incident in twenty minutes. This is impacting customers in Bangalore. Sharing this from the field.,InsightSecure,Customer Support,Mobile App,Hyderabad,Consumer,4,open,neutral,anger,Customer Support,Request,low,1
FB-10141,CU-6890,2026-04-09T22:26:00,"To be clear, Appreciate the proactive outage communication. This is impacting customers in Chennai. Looking forward to a fix.",InsightPay,HR,Mobile App,Surat,SMB,5,resolved,negative,satisfaction,Performance,Praise,medium,2
FB-10033,CU-7882,2026-04-09T20:21:00,"To be clear, Authentication failures are blocking our entire sales team. I am following up because there was no response. Looking forward to a fix.",InsightPay,HR,Internal,Surat,Consumer,1,closed,positive,joy,Product,Praise,low,2
FB-11319,CU-6137,2026-04-09T13:02:00,"To be clear, Refund was issued quickly and with a clear explanation. I am following up because there was no response.",InsightSecure,HR,Website,Dubai,Startup,5,in_progress,positive,satisfaction,Payment,Praise,low,2
FB-10194,CU-1500,2026-04-09T12:40:00,"For the record, The InsightCRM checkout failed and I was still charged. The team mentioned InsightPay in the weekly review. Thanks.",InsightCloud,Finance,Call Center,Hyderabad,Consumer,2,in_progress,positive,anger,Product,Praise,medium,4
FB-10914,CU-5740,2026-04-09T11:36:00,"For the record, Refund was issued quickly and with a clear explanation. Please treat this as high priority. Logged by the duty manager.",InsightCloud,HR,Social Media,Jaipur,SMB,4,closed,positive,satisfaction,Payment,Suggestion,low,2
FB-11886,CU-8651,2026-04-09T10:11:00,"Hi, Chat support was knowledgeable and patient. A workaround exists but it is not acceptable long term. Thanks.",InsightSecure,Customer Support,Chat,Singapore,Partner,5,resolved,neutral,satisfaction,Customer Support,Suggestion,low,1
FB-10205,CU-1612,2026-04-09T05:07:00,"Hello team, The current plan is acceptable but we will compare alternatives. The issue started last Thursday. Thanks.",InsightSecure,Finance,Chat,London,Startup,3,resolved,neutral,neutral,Performance,Information,low,1
FB-10423,CU-7799,2026-04-09T05:05:00,Package for InsightCloud arrived damaged in Dubai. The issue started last Thursday. Thanks.,InsightAnalytics,Product,Survey,London,Internal,2,open,negative,frustration,Delivery,Complaint,high,2
FB-12102,CU-2080,2026-04-09T01:18:00,"To be clear, I am delighted with the quality of the latest InsightMobile release. We have seen this twice already. Thanks.",InsightCloud,Finance,Internal,Surat,Consumer,5,open,positive,joy,Product,Praise,low,1
FB-11937,CU-6413,2026-04-08T22:04:00,"For the record, I am frustrated that the InsightMobile app crashes during payment. Our enterprise account is affected. Please advise.",InsightCloud,Engineering,Internal,Hyderabad,Enterprise,1,resolved,neutral,neutral,Account,Request,high,4
FB-10385,CU-5907,2026-04-08T21:21:00,"For the record, I am angry that the ticket was closed without a resolution. Please treat this as high priority. Logged by the duty manager.",InsightMobile,Customer Support,Survey,Pune,SMB,2,in_progress,neutral,neutral,Customer Support,Suggestion,low,2
FB-10097,CU-6531,2026-04-08T20:10:00,"For the record, Sharing an FYI that finance will review invoices tomorrow. A workaround exists but it is not acceptable long term. Please advise.",InsightMobile,Operations,Website,Dubai,Enterprise,4,open,neutral,neutral,UX/UI,Information,low,2
FB-10188,CU-8357,2026-04-08T18:57:00,"Hi, I am angry that the ticket was closed without a resolution. The team mentioned InsightCRM in the weekly review.",InsightMobile,Customer Support,Email,Mumbai,SMB,1,resolved,positive,joy,Customer Support,Praise,low,2
FB-11242,CU-9871,2026-04-08T11:47:00,"Hi, Loved the new InsightMobile dashboard, it is clean and fast. The team mentioned InsightAnalytics in the weekly review.",InsightCRM,HR,Email,Singapore,Startup,5,resolved,positive,joy,UX/UI,Praise,low,1
FB-10056,CU-8894,2026-04-08T08:53:00,"Hello team, Package for InsightCloud arrived damaged in Bangalore. I attached screenshots in the original ticket. Thanks.",InsightMobile,Customer Support,Social Media,New York,Startup,2,resolved,positive,frustration,Customer Support,Praise,low,2
FB-10491,CU-4292,2026-04-08T03:28:00,"For the record, Payment reconciliation finally works without manual edits. We have seen this twice already. Thanks.",InsightCRM,Operations,Website,New York,SMB,4,resolved,negative,anger,Technical Issue,Bug Report,medium,4
FB-10244,CU-3135,2026-04-08T03:05:00,Quick update: Price increase was communicated poorly and feels unjustified. We have seen this twice already. Sharing this from the field.,InsightPortal,Finance,Website,Singapore,Internal,2,resolved,negative,anger,Technical Issue,Bug Report,high,4
FB-11557,CU-6307,2026-04-08T00:39:00,Quick update: Sales team prepared a thoughtful demo for our executives. A workaround exists but it is not acceptable long term. Looking forward to a fix.,InsightChat,Product,Call Center,Chennai,Startup,5,resolved,negative,satisfaction,UX/UI,Praise,low,1
FB-10950,CU-8356,2026-04-07T22:59:00,"To be clear, Authentication failures are blocking our entire sales team. A workaround exists but it is not acceptable long term. Sharing this from the field.",InsightCRM,Engineering,Internal,New York,Startup,1,resolved,neutral,satisfaction,UX/UI,Praise,medium,2
FB-10345,CU-7861,2026-04-07T19:05:00,"For the record, The courier missed the delivery window three times in Pune. The issue started last Thursday.",InsightAnalytics,Operations,Website,Kolkata,SMB,2,open,negative,frustration,Delivery,Complaint,high,2
FB-10340,CU-1606,2026-04-07T17:53:00,Quick update: The InsightCRM checkout failed and I was still charged. I am following up because there was no response.,InsightPortal,Customer Support,Survey,Ahmedabad,Startup,2,resolved,negative,anger,Payment,Praise,critical,5
FB-10544,CU-9785,2026-04-07T17:34:00,"For the record, Security alert fired after suspicious admin logins. This is impacting customers in Mumbai. Thanks.",InsightPortal,Engineering,Call Center,Pune,Enterprise,2,in_progress,negative,anger,Security,Complaint,critical,5
FB-11931,CU-6457,2026-04-07T14:38:00,Quick update: Sales team prepared a thoughtful demo for our executives. Please treat this as high priority. Please advise.,InsightCRM,Product,Social Media,Delhi,Partner,5,open,neutral,neutral,Technical Issue,Bug Report,low,1
FB-10163,CU-7092,2026-04-07T11:33:00,"For the record, I am delighted with the quality of the latest InsightPay release. We have seen this twice already. Thanks.",InsightAnalytics,Operations,Email,New York,Startup,5,resolved,positive,joy,Product,Praise,low,1
FB-11961,CU-4774,2026-04-07T09:21:00,"For the record, Support never called back after I reported a critical outage. I attached screenshots in the original ticket.",InsightCloud,Customer Support,Chat,Delhi,Consumer,2,resolved,negative,frustration,Customer Support,Complaint,critical,4
FB-11112,CU-7998,2026-04-07T08:39:00,"To be clear, The latest release introduced a severe performance regression. A workaround exists but it is not acceptable long term. Please advise.",InsightMobile,Engineering,Call Center,Mumbai,Partner,2,resolved,neutral,disappointment,Performance,Suggestion,high,2
FB-10937,CU-9591,2026-04-06T23:02:00,"Hello team, We are happy with the reliability of InsightChat this quarter. The team mentioned InsightMobile in the weekly review. Please advise.",InsightSecure,Finance,Website,Pune,Internal,5,open,positive,joy,Product,Praise,low,1
FB-11995,CU-3354,2026-04-06T22:55:00,Quick update: Can you schedule a training session for the operations team? The team mentioned InsightCloud in the weekly review. Logged by the duty manager.,InsightAnalytics,Finance,Internal,New York,Enterprise,4,in_progress,positive,neutral,Customer Support,Request,low,1
FB-11953,CU-7473,2026-04-06T20:45:00,"For the record, Loved the new InsightAnalytics dashboard, it is clean and fast. We have seen this twice already. Logged by the duty manager.",InsightChat,Finance,Internal,Bangalore,Enterprise,5,closed,negative,anger,UX/UI,Praise,medium,1
FB-10255,CU-8901,2026-04-06T19:00:00,Billing error created an unauthorized charge on our card. I am following up because there was no response.,InsightPay,HR,Survey,Jaipur,Startup,2,in_progress,neutral,anger,Payment,Complaint,critical,5
FB-11718,CU-8233,2026-04-06T17:57:00,"To be clear, Refund for a failed InsightMobile payment is still pending. The team mentioned InsightCRM in the weekly review. Looking forward to a fix.",InsightAnalytics,Customer Support,Website,Singapore,Internal,2,resolved,positive,anger,Payment,Praise,medium,4
FB-12134,CU-1011,2026-04-06T17:02:00,"Hello team, Loved the new InsightChat dashboard, it is clean and fast. Please treat this as high priority. Looking forward to a fix.",InsightPortal,Operations,Email,Ahmedabad,SMB,4,closed,positive,joy,UX/UI,Praise,low,1
FB-12062,CU-8621,2026-04-06T09:27:00,"Hi, Average experience so far, we are still evaluating InsightCRM. The issue started last Thursday.",InsightCloud,Customer Support,Website,New York,Internal,3,in_progress,negative,anger,Product,Complaint,high,2
FB-10405,CU-6727,2026-04-06T03:54:00,"Hi, Mobile users report they cannot complete signup on InsightChat. The team mentioned InsightPay in the weekly review. Logged by the duty manager.",InsightMobile,Customer Support,Mobile App,Delhi,Startup,2,open,negative,frustration,Product,Bug Report,critical,3
FB-10005,CU-2796,2026-04-06T02:48:00,Quick update: Call center agents read from a script and did not understand the issue. I am following up because there was no response. Please advise.,InsightPay,HR,Email,London,SMB,2,resolved,negative,anger,Customer Support,Complaint,high,2
FB-12151,CU-7778,2026-04-06T01:41:00,Quick update: The current plan is acceptable but we will compare alternatives. I attached screenshots in the original ticket. Looking forward to a fix.,InsightSecure,Customer Support,Website,Jaipur,Partner,4,open,neutral,neutral,Performance,Information,low,1
FB-11417,CU-9141,2026-04-05T21:35:00,Quick update: Price increase was communicated poorly and feels unjustified. I am following up because there was no response. Sharing this from the field.,InsightCRM,HR,Chat,Hyderabad,Partner,1,open,negative,satisfaction,Customer Support,Praise,high,3
FB-10139,CU-7161,2026-04-05T18:50:00,"Hi, Refund for a failed InsightCRM payment is still pending. I attached screenshots in the original ticket. Please advise.",InsightCRM,Customer Support,Social Media,Dubai,Consumer,2,open,negative,anger,Payment,Complaint,critical,5
FB-11741,CU-8999,2026-04-05T17:54:00,Billing error created an unauthorized charge on our card. Please treat this as high priority. Thanks.,InsightMobile,Sales,Website,Pune,Consumer,1,open,neutral,anger,Technical Issue,Suggestion,critical,5
FB-11577,CU-6121,2026-04-05T17:27:00,"To be clear, The current plan is acceptable but we will compare alternatives. This happened after the latest update. Logged by the duty manager.",InsightMobile,Sales,Survey,London,Enterprise,4,in_progress,neutral,disappointment,Performance,Information,medium,1
FB-11998,CU-4379,2026-04-05T15:50:00,"To be clear, Authentication failures are blocking our entire sales team. I attached screenshots in the original ticket. Logged by the duty manager.",InsightAnalytics,Customer Support,Call Center,Hyderabad,Internal,2,open,positive,joy,Product,Praise,low,2
FB-11290,CU-1185,2026-04-05T15:00:00,"For the record, Refund was issued quickly and with a clear explanation. I attached screenshots in the original ticket.",InsightPay,Customer Support,Call Center,Dubai,Enterprise,5,resolved,positive,satisfaction,Payment,Praise,low,2
FB-11858,CU-9067,2026-04-05T12:29:00,Quick update: The onboarding specialist made InsightCloud easy to adopt. This is impacting customers in New York. Please advise.,InsightChat,Sales,Internal,Chennai,Startup,5,in_progress,negative,joy,Technical Issue,Praise,low,2
FB-11419,CU-7322,2026-04-05T11:43:00,"Hi, Is there a sandbox for InsightPay chargebacks? We have seen this twice already. Please advise.",InsightChat,Product,Internal,Pune,Startup,3,in_progress,neutral,anger,Technical Issue,Bug Report,medium,2
FB-12017,CU-6325,2026-04-05T09:53:00,"Hello team, The interface redesign is intuitive and reduced training time. A workaround exists but it is not acceptable long term.",InsightPay,Finance,Social Media,Hyderabad,Partner,5,in_progress,negative,joy,UX/UI,Praise,low,1
FB-10583,CU-2504,2026-04-05T08:20:00,"To be clear, Package for InsightChat arrived damaged in London. The team mentioned InsightCloud in the weekly review. Thanks.",InsightPortal,Operations,Social Media,Singapore,Startup,2,resolved,positive,satisfaction,Product,Praise,low,2
FB-11773,CU-4940,2026-04-05T06:25:00,"To be clear, Average experience so far, we are still evaluating InsightMobile. The issue started last Thursday. Sharing this from the field.",InsightCRM,Operations,Website,Ahmedabad,Startup,4,resolved,negative,anger,Product,Complaint,medium,1
FB-10662,CU-7054,2026-04-05T05:30:00,"For the record, Appreciate the proactive outage communication. This happened after the latest update. Looking forward to a fix.",InsightCloud,Customer Support,Website,Jaipur,Internal,5,open,negative,disappointment,Technical Issue,Complaint,critical,5
FB-11076,CU-6803,2026-04-05T03:09:00,"Hello team, InsightSecure audit logs are exactly what compliance needed. A workaround exists but it is not acceptable long term. Looking forward to a fix.",InsightChat,Customer Support,Call Center,Kolkata,Internal,4,in_progress,negative,neutral,UX/UI,Complaint,low,1
FB-10754,CU-8931,2026-04-05T00:31:00,Quick update: Package for InsightPortal arrived damaged in Singapore. The issue started last Thursday. Looking forward to a fix.,InsightCloud,Product,Chat,Bangalore,Consumer,1,closed,negative,frustration,Delivery,Complaint,critical,3
FB-10812,CU-2422,2026-04-05T00:24:00,"For the record, Security alert fired after suspicious admin logins. A workaround exists but it is not acceptable long term. Sharing this from the field.",InsightPay,Engineering,Internal,Bangalore,Partner,2,open,neutral,anger,Security,Suggestion,high,3
FB-10786,CU-6089,2026-04-05T00:19:00,"Hello team, Please confirm whether SSO is enabled for partner accounts. The team mentioned InsightAnalytics in the weekly review. Sharing this from the field.",InsightMobile,Product,Chat,Jaipur,Enterprise,3,in_progress,neutral,neutral,Account,Request,low,1
FB-10785,CU-8128,2026-04-04T19:46:00,"Hi, Refund for a failed InsightCRM payment is still pending. The team mentioned InsightChat in the weekly review. Sharing this from the field.",InsightPortal,Engineering,Email,Chennai,Internal,1,open,negative,anger,Payment,Praise,critical,5
FB-11023,CU-3260,2026-04-04T14:18:00,"Hi, Noting that the internal survey was completed by HR. Please treat this as high priority. Sharing this from the field.",InsightCloud,Finance,Internal,Bangalore,Consumer,3,resolved,neutral,neutral,Other,Bug Report,low,1
FB-11611,CU-1347,2026-04-04T09:21:00,We cannot login to InsightPay since the last update. This happened after the latest update. Logged by the duty manager.,InsightCloud,Engineering,Email,London,SMB,2,resolved,negative,frustration,Technical Issue,Bug Report,critical,4
FB-10980,CU-5360,2026-04-04T09:03:00,Quick update: Chat support was knowledgeable and patient. I am following up because there was no response. Looking forward to a fix.,InsightPortal,Customer Support,Call Center,Delhi,SMB,4,resolved,positive,satisfaction,Customer Support,Praise,low,1
FB-11639,CU-2839,2026-04-04T05:52:00,Documentation update saved our engineering team hours. The team mentioned InsightMobile in the weekly review.,InsightPay,Finance,Social Media,Chennai,SMB,5,resolved,positive,joy,Product,Praise,low,1
FB-10653,CU-1151,2026-04-04T04:47:00,Quick update: Support never called back after I reported a critical outage. The team mentioned InsightCloud in the weekly review. Looking forward to a fix.,InsightChat,Customer Support,Social Media,Surat,Consumer,2,closed,negative,frustration,Customer Support,Complaint,critical,4
FB-10826,CU-6593,2026-04-03T22:17:00,"For the record, Authentication failures are blocking our entire sales team. I am following up because there was no response. Looking forward to a fix.",InsightPortal,Sales,Email,Bangalore,Partner,2,open,positive,joy,Product,Bug Report,medium,2
FB-12113,CU-5421,2026-04-03T22:02:00,"For the record, Great improvement in mobile performance this month. We have seen this twice already. Please advise.",InsightPortal,Operations,Chat,Ahmedabad,Internal,5,open,neutral,anger,Technical Issue,Bug Report,low,1
FB-11745,CU-9873,2026-04-03T17:24:00,Quick update: We cannot login to InsightPay since the last update. This is impacting customers in Kolkata. Please advise.,InsightMobile,Engineering,Survey,Mumbai,Consumer,2,open,negative,frustration,Technical Issue,Bug Report,critical,4
FB-11893,CU-2028,2026-04-03T12:23:00,"Hello team, Payment reconciliation finally works without manual edits. Our enterprise account is affected. Thanks.",InsightCRM,HR,Social Media,Dubai,Startup,5,closed,negative,frustration,Account,Request,low,2
FB-11661,CU-4232,2026-04-03T10:36:00,Support never called back after I reported a critical outage. The team mentioned InsightPortal in the weekly review. Looking forward to a fix.,InsightAnalytics,Customer Support,Call Center,Dubai,Enterprise,2,in_progress,negative,frustration,Customer Support,Complaint,critical,4
FB-11434,CU-6410,2026-04-03T10:35:00,"For the record, Refund was issued quickly and with a clear explanation. We have seen this twice already. Thanks.",InsightPay,Customer Support,Social Media,Pune,Consumer,4,in_progress,positive,anger,Technical Issue,Bug Report,medium,2
FB-10504,CU-4573,2026-04-03T09:57:00,"Hello team, Is there a sandbox for InsightPay chargebacks? Our enterprise account is affected. Sharing this from the field.",InsightMobile,Operations,Call Center,New York,Internal,3,open,neutral,frustration,Account,Request,medium,2
FB-12148,CU-8735,2026-04-03T03:38:00,Duplicate invoices were sent to finance after renewal. This happened after the latest update. Looking forward to a fix.,InsightMobile,Product,Email,Pune,Startup,2,open,negative,disappointment,Product,Complaint,critical,4
FB-11223,CU-8615,2026-04-03T03:06:00,"For the record, Need access for two additional analysts this week. The issue started last Thursday. Thanks.",InsightCloud,HR,Survey,London,Consumer,4,in_progress,neutral,neutral,Customer Support,Request,low,1
FB-10820,CU-7774,2026-04-02T16:04:00,"For the record, Customer support resolved our incident in twenty minutes. A workaround exists but it is not acceptable long term. Thanks.",InsightMobile,Customer Support,Survey,Delhi,Startup,5,in_progress,neutral,neutral,Customer Support,Request,low,1
FB-10407,CU-1095,2026-04-02T14:40:00,Documentation update saved our engineering team hours. Please treat this as high priority.,InsightAnalytics,Sales,Survey,Ahmedabad,Internal,5,resolved,neutral,joy,Technical Issue,Suggestion,low,1
FB-11607,CU-9524,2026-04-02T10:15:00,"To be clear, The InsightPay checkout failed and I was still charged. This is impacting customers in Bangalore. Sharing this from the field.",InsightCloud,Customer Support,Website,Bangalore,SMB,2,open,negative,anger,Payment,Praise,critical,5
FB-11296,CU-8868,2026-04-02T08:23:00,"To be clear, Mobile users report they cannot complete signup on InsightMobile. This happened after the latest update. Looking forward to a fix.",InsightAnalytics,Product,Website,Dubai,Partner,2,resolved,negative,frustration,Technical Issue,Bug Report,critical,4
FB-10590,CU-5322,2026-04-01T13:21:00,"Hi, Delivery to London was earlier than the estimated date. Please treat this as high priority. Looking forward to a fix.",InsightPay,Operations,Mobile App,Mumbai,Internal,4,resolved,negative,satisfaction,Delivery,Bug Report,medium,1
FB-10271,CU-3598,2026-04-01T12:43:00,"For the record, Feature request: webhook retries with exponential backoff. This happened after the latest update.",InsightAnalytics,Product,Website,New York,Partner,4,in_progress,negative,neutral,Customer Support,Complaint,high,2
FB-10530,CU-3094,2026-04-01T06:34:00,"To be clear, Billing error created an unauthorized charge on our card. The team mentioned InsightCloud in the weekly review. Sharing this from the field.",InsightMobile,Customer Support,Call Center,Pune,Partner,2,resolved,neutral,anger,Payment,Praise,critical,5
FB-10545,CU-6723,2026-04-01T04:58:00,Refund was issued quickly and with a clear explanation. Please treat this as high priority. Thanks.,InsightCloud,Customer Support,Survey,Dubai,SMB,4,open,positive,satisfaction,Payment,Suggestion,low,2
FB-11130,CU-5989,2026-04-01T04:48:00,"To be clear, Loved the new InsightPortal dashboard, it is clean and fast. Our enterprise account is affected.",InsightChat,Engineering,Mobile App,Singapore,Consumer,5,in_progress,positive,satisfaction,UX/UI,Praise,low,1
FB-10296,CU-1528,2026-04-01T04:10:00,"For the record, I am delighted with the quality of the latest InsightMobile release. I am following up because there was no response. Please advise.",InsightCRM,Operations,Chat,Singapore,Enterprise,4,closed,positive,joy,Service,Praise,low,1
FB-10629,CU-5410,2026-03-31T21:33:00,"For the record, Consider adding a weekly digest for managers. The issue started last Thursday.",InsightPortal,Product,Call Center,Dubai,Partner,3,open,neutral,neutral,Other,Suggestion,low,1
FB-12155,CU-4037,2026-03-31T17:48:00,"For the record, Documentation is outdated and caused a production misconfiguration. The team mentioned InsightPay in the weekly review. Sharing this from the field.",InsightPortal,HR,Chat,Kolkata,Enterprise,2,in_progress,neutral,satisfaction,Documentation,Praise,medium,2
FB-12178,CU-3448,2026-03-31T16:04:00,"For the record, It would help to have saved filters on the explorer table. This happened after the latest update.",InsightPortal,Product,Social Media,Dubai,Internal,3,in_progress,neutral,neutral,Technical Issue,Suggestion,low,1
FB-10704,CU-8078,2026-03-31T15:10:00,"Hello team, Call center agents read from a script and did not understand the issue. The team mentioned InsightCloud in the weekly review. Looking forward to a fix.",InsightMobile,Customer Support,Social Media,Surat,Consumer,2,open,negative,anger,Customer Support,Praise,high,2
FB-10705,CU-4445,2026-03-31T03:43:00,"Hi, Chat support was knowledgeable and patient. Please treat this as high priority. Sharing this from the field.",InsightAnalytics,Customer Support,Email,Hyderabad,SMB,5,open,neutral,satisfaction,Customer Support,Suggestion,low,1
FB-11209,CU-6841,2026-03-31T00:24:00,"Hi, It would help to have saved filters on the explorer table. This is impacting customers in Kolkata. Looking forward to a fix.",InsightPortal,Finance,Mobile App,Pune,Partner,3,resolved,neutral,neutral,Other,Suggestion,low,1
FB-10125,CU-5285,2026-03-30T17:41:00,"Hello team, Please confirm whether SSO is enabled for partner accounts. I am following up because there was no response. Sharing this from the field.",InsightSecure,Product,Survey,Kolkata,Consumer,3,in_progress,neutral,neutral,Account,Request,low,1
FB-10584,CU-6577,2026-03-30T12:12:00,Response time from customer support is getting worse every week. Please treat this as high priority. Thanks.,InsightPortal,Customer Support,Call Center,Dubai,Partner,1,resolved,neutral,neutral,Customer Support,Request,medium,2
FB-11105,CU-8803,2026-03-29T23:49:00,"For the record, Package for InsightAnalytics arrived damaged in Ahmedabad. I attached screenshots in the original ticket. Looking forward to a fix.",InsightCloud,Customer Support,Internal,Hyderabad,Startup,2,in_progress,negative,satisfaction,Delivery,Complaint,medium,2
FB-10652,CU-7974,2026-03-29T22:30:00,Quick update: Chat support was knowledgeable and patient. The issue started last Thursday. Please advise.,InsightCloud,Customer Support,Mobile App,Pune,SMB,5,resolved,negative,frustration,Customer Support,Complaint,medium,1
FB-10332,CU-4193,2026-03-29T21:47:00,Where can I find the data retention policy? Our enterprise account is affected. Please advise.,InsightCRM,Finance,Survey,London,Internal,4,closed,neutral,confusion,Other,Question,low,1
FB-11526,CU-7774,2026-03-29T14:56:00,Documentation is outdated and caused a production misconfiguration. This happened after the latest update. Looking forward to a fix.,InsightChat,Operations,Email,Pune,SMB,2,closed,negative,disappointment,Documentation,Complaint,critical,3
FB-11070,CU-6307,2026-03-29T14:08:00,"Hi, Delivery to New York was earlier than the estimated date. A workaround exists but it is not acceptable long term. Logged by the duty manager.",InsightChat,Operations,Chat,Delhi,SMB,4,in_progress,negative,satisfaction,UX/UI,Praise,low,1
FB-10075,CU-5703,2026-03-29T14:02:00,I am delighted with the quality of the latest InsightPortal release. Our enterprise account is affected. Please advise.,InsightPay,Product,Mobile App,London,Enterprise,5,resolved,positive,joy,Product,Praise,low,1
FB-11180,CU-9610,2026-03-29T12:03:00,"To be clear, Sales team prepared a thoughtful demo for our executives. The team mentioned InsightChat in the weekly review. Logged by the duty manager.",InsightPay,Sales,Social Media,Bangalore,Consumer,5,open,positive,joy,Product,Praise,low,1
FB-10412,CU-7438,2026-03-29T05:50:00,"To be clear, I am delighted with the quality of the latest InsightAnalytics release. Our enterprise account is affected.",InsightMobile,HR,Website,Surat,Consumer,4,resolved,positive,joy,Product,Praise,low,1
FB-11215,CU-3515,2026-03-29T05:14:00,Quick update: Sales team prepared a thoughtful demo for our executives. I attached screenshots in the original ticket. Logged by the duty manager.,InsightChat,Customer Support,Social Media,Singapore,Startup,4,in_progress,positive,satisfaction,Customer Support,Praise,low,1
FB-10112,CU-6523,2026-03-28T20:16:00,"Hello team, I am delighted with the quality of the latest InsightMobile release. A workaround exists but it is not acceptable long term.",InsightMobile,Customer Support,Social Media,Jaipur,Internal,5,resolved,positive,joy,Product,Praise,low,1
FB-10063,CU-7580,2026-03-28T20:01:00,"Average experience so far, we are still evaluating InsightCloud. A workaround exists but it is not acceptable long term. Logged by the duty manager.",InsightPay,Engineering,Chat,London,Enterprise,4,in_progress,negative,neutral,Product,Information,medium,1
FB-10302,CU-1094,2026-03-28T15:54:00,"Hello team, Mobile users report they cannot complete signup on InsightAnalytics. We have seen this twice already.",InsightPortal,Sales,Internal,Delhi,SMB,1,in_progress,negative,anger,Technical Issue,Bug Report,critical,4
FB-10766,CU-3048,2026-03-28T13:45:00,We cannot login to InsightChat since the last update. We have seen this twice already. Looking forward to a fix.,InsightCRM,Engineering,Survey,Delhi,Consumer,1,in_progress,negative,anger,Technical Issue,Bug Report,critical,4
FB-10127,CU-3293,2026-03-28T05:46:00,Quick update: Response time from customer support is getting worse every week. I attached screenshots in the original ticket. Logged by the duty manager.,InsightSecure,Customer Support,Internal,Mumbai,Partner,2,closed,negative,frustration,Customer Support,Request,high,2
FB-11270,CU-4012,2026-03-28T04:33:00,"To be clear, Average experience so far, we are still evaluating InsightMobile. Our enterprise account is affected. Please advise.",InsightSecure,Sales,Internal,London,Startup,4,open,neutral,neutral,Account,Request,low,1
